Country,Year,State/Province,ISO_Code,Economic Freedom Summary Index,Rank,Quantile,General Consumption Expenditure,Transfers and subsidies,Insurance and Retirement Payments,Government enterprises and investment,Government Spending,Income and Payroll Tax Revenue,Top Marginal Income Tax Rate,Top Marginal Income Payroll tax Rate,world-adjusted,Property Tax and Other Taxes,Sales Tax Revenue,Taxes,Minimum Wage Legislation,Government Employment,Union Density,Hiring regulations and minimum wage,Labor Market Freedom,Credit Market Regulation,Business Regulations,Labor Market Freedom.1
USA,2000,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,2000,Rhode Island,US-RI,4.81,47,4,8.24,2.55,4.54,,5.11,4,,,5,2.86,5.66,4.38,4.42,8.15,2.25,,,,,4.94
USA,2000,South Carolina,US-SC,6.31,26,2,7.21,7.33,8.13,,7.56,5.42,,,6,6.41,5.1,5.73,3.37,4.28,9.26,,,,,5.64
USA,2000,South Dakota,US-SD,7.48,4,1,9.4,8.7,9.41,,9.17,9.96,,,10,4.67,3.47,7.02,4.36,6.09,8.28,,,,,6.24
USA,2000,Tennessee,US-TN,7.48,4,1,9.27,7.94,9.59,,8.93,9.45,,,10,7.86,2.66,7.49,4.5,7.9,5.64,,,,,6.01
USA,2000,Texas,US-TX,7.3,8,1,9.75,7.8,8.65,,8.73,10,,,10,4.32,3.17,6.87,5.17,6.23,7.48,,,,,6.29
USA,2000,Utah,US-UT,5.8,32,3,7.73,2.4,9,,6.38,3.48,,,8,7.54,3.18,5.55,2.81,6.28,7.3,,,,,5.46
USA,2000,Virginia,US-VA,7.41,6,1,10,5.69,9.95,,8.55,4.52,,,7,6.49,6.74,6.19,7.01,6.85,8.58,,,,,7.48
USA,2000,Vermont,US-VT,5.48,37,3,6.73,2.52,10,,6.42,5.62,,,5,1.65,6.42,4.67,3.89,7.15,5.03,,,,,5.36
USA,2000,Washington,US-WA,5.29,40,4,9.33,2.16,5.39,,5.63,8.65,,,10,5.43,0.41,6.12,3.86,5.41,3.13,,,,,4.13
USA,2000,Wisconsin,US-WI,5.49,36,3,7.61,6.16,6.59,,6.78,2.43,,,7,4.17,5.26,4.72,5.72,6.87,2.35,,,,,4.98
USA,2000,West Virginia,US-WV,4.69,48,4,5.78,8.44,3.04,,5.75,1.5,,,6.5,7.62,3.01,4.66,1.4,3.39,6.21,,,,,3.67
USA,2000,Wyoming,US-WY,6.53,21,2,6,9.14,6.46,,7.2,10,,,10,4.1,4.08,7.04,5.74,0.73,9.55,,,,,5.34
USA,2001,Alaska,US-AK,3.84,50,4,0,0,1.56,,0.52,6.3,,,10,3.04,8.95,7.07,6.2,1.79,3.78,,,,,3.92
USA,2001,Alabama,US-AL,5.57,34,3,6.78,0.17,7.45,,4.8,6.64,,,8,9.61,3.69,6.98,3.33,4.67,6.78,,,,,4.93
USA,2001,Arkansas,US-AR,6.2,26,2,7.28,7.19,8.12,,7.53,5.33,,,6,9.77,2.37,5.87,2.55,6,7.1,,,,,5.22
USA,2001,Arizona,US-AZ,6.8,14,2,9.11,6.97,8.44,,8.17,6.96,,,8,6.6,2.89,6.11,4.46,6.3,7.54,,,,,6.1
USA,2001,California,US-CA,4.91,43,4,7.82,2.53,5.36,,5.24,3.15,,,4,6.87,5.06,4.77,5.01,6.46,2.72,,,,,4.73
USA,2001,Colorado,US-CO,7.4,4,1,9.43,10,7.29,,8.91,5.57,,,7,7.39,5.39,6.34,7.76,7.65,5.43,,,,,6.95
USA,2001,Connecticut,US-CT,6.62,16,2,9.87,7.1,7.19,,8.05,5.62,,,7,4.23,5.77,5.65,8.21,6.92,3.32,,,,,6.15
USA,2001,Delaware,US-DE,6.81,13,1,8.63,7.95,8.58,,8.39,4.34,,,7.5,3.37,9.57,6.19,6.31,7.24,4.03,,,,,5.86
USA,2001,Florida,US-FL,7.62,2,1,9.57,8.9,9.72,,9.4,9.51,,,10,4.89,3.03,6.86,6.1,7.84,5.85,,,,,6.6
USA,2001,Georgia,US-GA,6.92,10,1,9.12,6.94,8.94,,8.33,5.54,,,6,7.58,4.52,5.91,5.81,7,6.69,,,,,6.5
USA,2001,Hawaii,US-HI,5.08,42,4,6.97,5.21,5.71,,5.96,4.51,,,5,9.35,0.45,4.83,5.77,6.28,1.31,,,,,4.45
USA,2001,Iowa,US-IA,5.97,29,3,7.08,6.95,8.01,,7.35,5.61,,,7.5,4.42,5.21,5.69,5.06,5.62,3.91,,,,,4.87
USA,2001,Idaho,US-ID,6.04,27,2,7.71,7.71,7.4,,7.61,3.96,,,5,6.1,5.48,5.14,3.78,4.95,7.41,,,,,5.38
USA,2001,Illinois,US-IL,6.4,22,2,9.55,7.2,6.09,,7.61,6.34,,,8,4.24,5.57,6.04,7.57,7.41,1.72,,,,,5.57
USA,2001,Indiana,US-IN,6.84,12,1,8.28,8.99,9.67,,8.98,5.4,,,8,5.72,5.87,6.25,5.3,7.36,3.26,,,,,5.3
USA,2001,Kansas,US-KS,6.43,18,2,8.17,8.17,8.43,,8.26,5.79,,,6,6.21,4.46,5.61,5.52,4.24,6.51,,,,,5.42
USA,2001,Kentucky,US-KY,5.88,32,3,7.72,6.77,6.29,,6.93,3.73,,,6,8.4,4.68,5.7,3.66,5.95,5.39,,,,,5
USA,2001,Louisiana,US-LA,5.7,33,3,6.68,4.87,5.76,,5.77,7.44,,,8.5,9.43,0.8,6.54,3.7,3.13,7.49,,,,,4.77
USA,2001,Massachusetts,US-MA,6.64,15,2,9.9,8.21,6.38,,8.16,3.55,,,7,5.77,7.69,6,6.1,8.52,2.67,,,,,5.76
USA,2001,Maryland,US-MD,7.08,9,1,10,6.54,8.19,,8.24,3.51,,,7,6.66,7.04,6.05,8.43,7.53,4.91,,,,,6.96
USA,2001,Maine,US-ME,5.11,41,4,6.41,4.01,7.2,,5.87,4.61,,,5,1.09,5.39,4.02,5.38,6.68,4.24,,,,,5.43
USA,2001,Michigan,US-MI,5.89,31,3,7.4,8.34,6.53,,7.42,4.52,,,8,5.32,5.41,5.81,6.24,6.24,0.85,,,,,4.44
USA,2001,Minnesota,US-MN,5.38,38,4,7.41,4.41,5.69,,5.84,3.45,,,5.5,5.42,4.91,4.82,7.29,7.02,2.13,,,,,5.48
USA,2001,Missouri,US-MO,6.59,17,2,9.06,6.71,7.91,,7.89,5.5,,,8,7.73,4.67,6.47,5.32,6.74,4.15,,,,,5.4
USA,2001,Mississippi,US-MS,5.57,34,3,5.08,8,7.12,,6.73,6.56,,,7,7.38,2.26,5.8,1.8,2.05,8.66,,,,,4.17
USA,2001,Montana,US-MT,5.26,39,4,5.7,7.01,5.77,,6.16,4.24,,,6.5,2.15,8.46,5.33,2.63,5.01,5.19,,,,,4.28
USA,2001,North Carolina,US-NC,6.42,20,2,7.7,5.45,7.82,,6.99,4.16,,,6,7.96,5.38,5.87,4.9,5.69,8.57,,,,,6.39
USA,2001,North Dakota,US-ND,6.29,24,2,6.1,9,7.1,,7.4,6.28,,,8,5.22,3.8,5.82,4.21,4.85,7.9,,,,,5.65
USA,2001,Nebraska,US-NE,6.88,11,1,8.69,8.87,10,,9.19,6.02,,,6,4.62,5.24,5.47,6.04,6.11,5.77,,,,,5.97
USA,2001,New Hampshire,US-NH,7.98,1,1,10,8.48,10,,9.49,8.92,,,10,1.31,9.2,7.36,8.33,8.22,4.72,,,,,7.09
USA,2001,New Jersey,US-NJ,6.43,18,2,9.54,8.52,6.35,,8.14,5.54,,,6.5,2.21,6.88,5.28,9.26,6.69,1.6,,,,,5.85
USA,2001,New Mexico,US-NM,4.86,44,4,4.59,3.08,6.05,,4.57,5.62,,,5.5,9.75,1.66,5.63,3.04,0.1,9.99,,,,,4.37
USA,2001,Nevada,US-NV,7.31,7,1,10,10,8.41,,9.47,8.93,,,10,5.98,1.33,6.56,6.92,9.62,1.18,,,,,5.91
USA,2001,New York,US-NY,4.51,48,4,6.46,4.93,3.1,,4.83,1.29,,,6,3.99,5.63,4.23,8.49,4.88,0,,,,,4.46
USA,2001,Ohio,US-OH,4.86,44,4,7.9,4.52,1.84,,4.75,2.58,,,6,5.53,5.62,4.93,5.62,6.97,2.1,,,,,4.89
USA,2001,Oklahoma,US-OK,6.42,20,2,8.01,8.84,6.88,,7.91,5.46,,,6,8.05,4.5,6,3.67,4.89,7.46,,,,,5.34
USA,2001,Oregon,US-OR,4.71,46,4,5.68,6.78,2.04,,4.83,0.57,,,7,4.49,9.87,5.48,1.8,6.11,3.51,,,,,3.81
USA,2001,Pennsylvania,US-PA,6.35,23,2,8.19,7.09,6,,7.09,5.09,,,9,4.96,6.22,6.32,6.6,8.61,1.73,,,,,5.65
USA,2001,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,2001,Rhode Island,US-RI,4.7,47,4,7.6,2.72,3.66,,4.66,4.44,,,5,3.08,5.51,4.51,4.26,7.93,2.63,,,,,4.94
USA,2001,South Carolina,US-SC,5.98,28,3,6.64,6.5,6.92,,6.69,5.53,,,6,6.16,5.37,5.77,3.74,4.11,8.57,,,,,5.47
USA,2001,South Dakota,US-SD,7.33,5,1,8.88,8.59,9.06,,8.84,9.99,,,10,4.67,3.48,7.03,4.8,5.7,7.87,,,,,6.12
USA,2001,Tennessee,US-TN,7.33,5,1,8.67,7.59,9.02,,8.43,9.5,,,10,7.59,2.8,7.47,4.75,7.52,6,,,,,6.09
USA,2001,Texas,US-TX,7.27,8,1,9.35,8.18,8.02,,8.52,10,,,10,3.99,3.36,6.84,5.76,6.14,7.46,,,,,6.45
USA,2001,Utah,US-UT,5.93,30,3,7.12,3.75,8.1,,6.32,4.25,,,8,7.71,3.24,5.8,3.24,6.19,7.56,,,,,5.66
USA,2001,Virginia,US-VA,7.54,3,1,9.82,7.14,9.44,,8.8,5.02,,,7,6.47,6.76,6.31,7.47,6.61,8.48,,,,,7.52
USA,2001,Vermont,US-VT,5.46,37,3,6.75,2.6,9.74,,6.36,6.09,,,5,2.23,6.28,4.9,3.48,6.98,4.88,,,,,5.11
USA,2001,Washington,US-WA,5.13,40,4,8.76,3.11,4.36,,5.41,8.68,,,10,5.46,0.44,6.15,3.51,5.03,2.98,,,,,3.84
USA,2001,Wisconsin,US-WI,5.47,36,3,7.45,6.21,5.22,,6.29,3.37,,,7,4.06,5.35,4.94,6.28,6.59,2.66,,,,,5.17
USA,2001,West Virginia,US-WV,4.34,49,4,5.59,7.26,0.07,,4.31,1.88,,,6.5,7.82,3.19,4.85,2.46,3.61,5.5,,,,,3.86
USA,2001,Wyoming,US-WY,6.29,24,2,5.49,8.93,6.06,,6.83,10,,,10,2.99,3.84,6.71,6.48,0.82,8.67,,,,,5.32
USA,2002,Alaska,US-AK,4.05,50,4,0,0.7,1.46,,0.72,7.1,,,10,4.18,8.95,7.56,6.62,1.55,3.45,,,,,3.87
USA,2002,Alabama,US-AL,5.57,33,3,6.51,0,6.97,,4.49,6.66,,,8,9.71,3.72,7.02,3.69,4.43,7.48,,,,,5.2
USA,2002,Arkansas,US-AR,6.08,26,2,6.84,6.7,7.4,,6.98,5.22,,,6,9.75,2.03,5.75,2.84,5.86,7.81,,,,,5.5
USA,2002,Arizona,US-AZ,6.88,11,1,8.82,8.53,7.84,,8.4,7.25,,,8,6.5,2.55,6.08,4.65,5.87,8,,,,,6.17
USA,2002,California,US-CA,4.49,47,4,7.08,2.07,4.46,,4.54,3.52,,,4,6.28,5.01,4.7,3.92,6.08,2.68,,,,,4.23
USA,2002,Colorado,US-CO,7.17,6,1,8.79,10,5.98,,8.26,5.49,,,7,6.96,5.12,6.14,7.61,7.08,6.63,,,,,7.11
USA,2002,Connecticut,US-CT,6.42,17,2,9.58,7.49,6.51,,7.86,5.87,,,7,3.71,6.08,5.66,7.59,6.75,2.85,,,,,5.73
USA,2002,Delaware,US-DE,6.92,10,1,8.68,7.89,8.22,,8.26,4.54,,,7.5,3.58,9.55,6.29,6.56,7.12,4.91,,,,,6.2
USA,2002,Florida,US-FL,7.58,3,1,9.34,8.54,9.11,,9,9.68,,,10,4.65,3.19,6.88,6.26,7.85,6.46,,,,,6.86
USA,2002,Georgia,US-GA,6.86,12,1,8.49,6.97,8.21,,7.89,5.67,,,6,7.42,4.68,5.94,5.98,6.57,7.67,,,,,6.74
USA,2002,Hawaii,US-HI,5.09,40,4,6.54,6.21,5.33,,6.03,4.56,,,5,9.57,0.69,4.95,4.98,5.96,1.91,,,,,4.28
USA,2002,Iowa,US-IA,5.99,28,3,6.8,6.81,7.32,,6.98,5.89,,,7.5,4.2,5.14,5.68,5.36,5.44,5.1,,,,,5.3
USA,2002,Idaho,US-ID,5.93,29,3,7.23,7.14,6.77,,7.05,4.48,,,5,6,5.5,5.25,4.03,4.86,7.64,,,,,5.51
USA,2002,Illinois,US-IL,6.22,23,2,9.24,7.22,5.14,,7.2,6.63,,,8,3.8,5.51,5.99,7.66,7.05,1.68,,,,,5.46
USA,2002,Indiana,US-IN,6.75,13,1,7.72,8.78,9.15,,8.55,5.72,,,8,5.43,5.74,6.22,5.43,7.05,3.94,,,,,5.47
USA,2002,Kansas,US-KS,6.25,22,2,7.66,6.82,8,,7.49,5.9,,,6,5.73,4.31,5.49,5.58,4.16,7.59,,,,,5.78
USA,2002,Kentucky,US-KY,5.77,31,3,7.21,6.19,5.46,,6.29,3.91,,,6,8.18,4.62,5.68,3.93,5.84,6.23,,,,,5.33
USA,2002,Louisiana,US-LA,5.56,34,3,6.82,3.87,5.41,,5.37,7.31,,,8.5,9.23,0.53,6.39,4.06,2.85,7.85,,,,,4.92
USA,2002,Massachusetts,US-MA,6.45,15,2,9.52,8.24,5.13,,7.63,3.97,,,7,5.07,7.59,5.91,5.99,8.39,3.04,,,,,5.81
USA,2002,Maryland,US-MD,7.11,9,1,9.75,6.93,7.91,,8.19,3.59,,,7,6.46,7.05,6.02,8.7,7.43,5.2,,,,,7.11
USA,2002,Maine,US-ME,4.95,42,4,6.12,3.83,7.48,,5.81,4.98,,,5,0.5,5.48,3.99,4.18,6.52,4.43,,,,,5.04
USA,2002,Michigan,US-MI,5.79,30,3,6.86,8.43,5.59,,6.96,4.89,,,8,5.16,5.29,5.84,6.18,6.05,1.47,,,,,4.57
USA,2002,Minnesota,US-MN,5.28,38,4,7.15,4.12,4.83,,5.36,3.75,,,5.5,5.12,5.04,4.85,7.45,6.93,2.52,,,,,5.63
USA,2002,Missouri,US-MO,6.45,15,2,8.55,6.35,7.14,,7.35,5.51,,,8,7.51,4.71,6.43,5.54,6.67,4.51,,,,,5.58
USA,2002,Mississippi,US-MS,5.51,36,3,4.71,7.98,6.28,,6.32,6.66,,,7,7.08,2.35,5.77,2.08,1.77,9.41,,,,,4.42
USA,2002,Montana,US-MT,5.26,39,4,5.4,6.77,5.29,,5.82,4.4,,,6.5,2.48,8.43,5.45,3.01,5.36,5.2,,,,,4.52
USA,2002,North Carolina,US-NC,6.27,21,2,7.33,5.49,6.91,,6.58,4.37,,,6,7.52,5.2,5.77,4.91,5.37,9.1,,,,,6.46
USA,2002,North Dakota,US-ND,6.4,18,2,5.81,8.9,8.12,,7.61,6.52,,,8,5.35,4.12,6,4.58,4.32,7.92,,,,,5.6
USA,2002,Nebraska,US-NE,6.75,13,2,8.26,8.71,9.77,,8.91,6.1,,,6,4.12,5.1,5.33,6.18,5.64,6.21,,,,,6.01
USA,2002,New Hampshire,US-NH,7.89,1,1,10,8.37,9.85,,9.41,8.79,,,10,0.99,9.14,7.23,8.4,7.77,4.91,,,,,7.03
USA,2002,New Jersey,US-NJ,6.28,20,2,9.16,8.92,5.34,,7.8,5.61,,,6.5,1.68,6.79,5.15,9.32,6.37,1.95,,,,,5.88
USA,2002,New Mexico,US-NM,4.8,43,4,4.34,2.42,5.75,,4.17,5.67,,,5.5,9.61,2.27,5.76,3.45,0,10,,,,,4.48
USA,2002,Nevada,US-NV,7.21,5,1,9.68,10,7.72,,9.13,8.86,,,10,5.55,1.24,6.41,6.79,9.35,2.09,,,,,6.08
USA,2002,New York,US-NY,4.36,48,4,5.86,5.36,2.33,,4.51,1.07,,,6,3.71,5.61,4.1,8.43,4.48,0.47,,,,,4.46
USA,2002,Ohio,US-OH,4.64,45,4,7.26,4.07,0.54,,3.96,2.46,,,6,5.26,5.59,4.83,5.78,6.67,2.93,,,,,5.13
USA,2002,Oklahoma,US-OK,6.19,24,2,6.8,8.73,6.57,,7.37,5.31,,,6,7.94,4.44,5.92,3.91,4.47,7.44,,,,,5.27
USA,2002,Oregon,US-OR,4.65,44,4,4.98,6.83,1.2,,4.33,1.17,,,7,4.28,9.91,5.59,1.75,6.46,3.85,,,,,4.02
USA,2002,Pennsylvania,US-PA,6.35,19,2,8,7.13,5.08,,6.73,5.29,,,9,4.86,6.21,6.34,6.79,8.33,2.78,,,,,5.97
USA,2002,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,2002,Rhode Island,US-RI,4.61,46,4,6.95,2.88,2.77,,4.2,4.77,,,5,3.16,5.31,4.56,4.71,7.8,2.66,,,,,5.06
USA,2002,South Carolina,US-SC,5.74,32,3,6.07,5.68,5.71,,5.82,5.61,,,6,5.89,5.58,5.77,4,4.03,8.85,,,,,5.63
USA,2002,South Dakota,US-SD,7.22,4,1,8.36,8.48,8.72,,8.52,9.99,,,10,4.33,3.23,6.89,4.76,5.67,8.34,,,,,6.26
USA,2002,Tennessee,US-TN,7.13,7,1,8.07,7.25,8.45,,7.92,9.54,,,10,7.37,2.96,7.47,5.04,7.25,5.7,,,,,6
USA,2002,Texas,US-TX,7.13,7,1,8.95,8.57,7.38,,8.3,10,,,10,3.18,3.16,6.59,5.71,5.79,7.99,,,,,6.5
USA,2002,Utah,US-UT,6.02,27,2,6.51,5.1,7.2,,6.27,4.87,,,8,7.75,3.17,5.95,3.41,6.02,8.12,,,,,5.85
USA,2002,Virginia,US-VA,7.63,2,1,9.61,8.59,8.93,,9.05,5.35,,,7,6.26,6.68,6.32,7.63,6.48,8.5,,,,,7.54
USA,2002,Vermont,US-VT,5.53,35,3,6.77,2.68,9.29,,6.25,6.36,,,5,2.28,5.96,4.9,3.73,6.84,5.77,,,,,5.45
USA,2002,Washington,US-WA,5.02,41,4,8.19,4.06,3.33,,5.19,8.69,,,10,5.42,0.37,6.12,3.16,4.54,3.49,,,,,3.73
USA,2002,Wisconsin,US-WI,5.43,37,3,7.28,6.25,3.86,,5.8,4.08,,,7,3.72,5.31,5.03,6.52,6.37,3.47,,,,,5.45
USA,2002,West Virginia,US-WV,4.36,48,4,5.41,6.08,0,,3.83,2.02,,,6.5,7.84,3.16,4.88,2.98,3.34,6.78,,,,,4.37
USA,2002,Wyoming,US-WY,6.12,25,2,4.98,8.73,5.66,,6.46,9.97,,,10,1.62,3.41,6.25,6.68,0.78,9.54,,,,,5.67
USA,2003,Alaska,US-AK,3.56,50,4,0,0,0,,0,6.29,,,10,4.46,8.87,7.4,3.86,1.72,4.25,,,,,3.28
USA,2003,Alabama,US-AL,5.7,31,3,6.56,0,7.16,,4.57,6.64,,,8,9.76,3.73,7.04,4.28,4.24,7.92,,,,,5.48
USA,2003,Arkansas,US-AR,6.23,22,2,6.87,6.74,7.5,,7.04,5.17,,,6,10,2.07,5.81,3.66,5.63,8.27,,,,,5.85
USA,2003,Arizona,US-AZ,6.89,10,1,8.8,8.27,7.78,,8.28,7.1,,,8,6.37,2.52,6,5.18,5.96,8.01,,,,,6.38
USA,2003,California,US-CA,4.51,46,4,7.16,2.56,3.84,,4.52,2.8,,,4,6.17,4.99,4.49,4.41,6.28,2.89,,,,,4.53
USA,2003,Colorado,US-CO,7.12,8,1,8.94,10,5.57,,8.17,5.44,,,7,6.66,5.2,6.07,7.75,6.99,6.63,,,,,7.12
USA,2003,Connecticut,US-CT,6.34,18,2,9.64,7.65,6.25,,7.85,5.31,,,7,3.17,5.92,5.35,7.32,6.84,3.34,,,,,5.83
USA,2003,Delaware,US-DE,6.76,13,1,8.14,7.85,7.98,,7.99,4.55,,,7.5,2.99,9.39,6.11,6.69,7.16,4.72,,,,,6.19
USA,2003,Florida,US-FL,7.4,4,1,9.27,8.02,8.86,,8.72,9.47,,,10,4.14,2.82,6.61,6.66,7.91,6.07,,,,,6.88
USA,2003,Georgia,US-GA,6.8,11,1,8.41,6.99,8.05,,7.82,5.65,,,6,7.07,4.93,5.91,6.3,6.41,7.32,,,,,6.68
USA,2003,Hawaii,US-HI,5.13,40,4,6.61,6.86,5.61,,6.36,4.7,,,5,9.35,0.35,4.85,4.32,6.22,1.94,,,,,4.16
USA,2003,Iowa,US-IA,6,27,2,6.98,7.15,7.41,,7.18,5.71,,,7.5,3.91,5.16,5.57,5.64,5.32,4.77,,,,,5.24
USA,2003,Idaho,US-ID,5.89,29,3,7.34,6.92,6.83,,7.03,4.34,,,5,5.85,4.96,5.04,4.31,4.77,7.76,,,,,5.61
USA,2003,Illinois,US-IL,6.2,24,2,8.87,7.42,4.73,,7.01,6.64,,,8,3.27,5.33,5.81,7.86,7.1,2.41,,,,,5.79
USA,2003,Indiana,US-IN,6.76,13,1,7.65,8.52,9.11,,8.43,5.67,,,8,5.57,5.14,6.09,5.71,6.85,4.76,,,,,5.77
USA,2003,Kansas,US-KS,6.25,21,2,7.59,7.89,7.84,,7.77,5.76,,,6,4.79,4.12,5.17,5.95,4,7.43,,,,,5.79
USA,2003,Kentucky,US-KY,5.61,32,3,7.26,5.43,5.11,,5.94,3.87,,,6,8.27,4.51,5.66,4.29,5.82,5.58,,,,,5.23
USA,2003,Louisiana,US-LA,5.75,30,3,6.5,4.82,5.19,,5.51,7.09,,,8.5,9.18,0.66,6.36,4.47,2.9,8.79,,,,,5.39
USA,2003,Massachusetts,US-MA,6.32,19,2,9.01,8.09,5.07,,7.39,3.47,,,7,4.58,7.53,5.65,6.23,8.6,2.96,,,,,5.93
USA,2003,Maryland,US-MD,7.14,7,1,9.76,7.08,7.8,,8.21,3.46,,,7,6.17,7.09,5.93,9.05,7.55,5.19,,,,,7.26
USA,2003,Maine,US-ME,4.87,42,4,5.77,3.97,7.5,,5.75,5.08,,,5,0.33,5.4,3.95,3.53,6.5,4.69,,,,,4.91
USA,2003,Michigan,US-MI,5.5,35,3,6.5,7.46,5.15,,6.37,4.94,,,8,4.39,5.19,5.63,6.46,6.09,0.96,,,,,4.5
USA,2003,Minnesota,US-MN,5.46,36,3,7.48,4.27,5.07,,5.6,3.72,,,5.5,5.61,4.99,4.96,7.89,7.1,2.49,,,,,5.83
USA,2003,Missouri,US-MO,6.48,16,2,8.63,6.32,6.9,,7.28,5.58,,,8,7.45,4.6,6.41,5.96,6.59,4.68,,,,,5.74
USA,2003,Mississippi,US-MS,5.59,33,3,4.47,8.3,6.06,,6.28,6.58,,,7,6.98,2.43,5.75,2.68,1.56,10,,,,,4.75
USA,2003,Montana,US-MT,5.44,37,4,5.84,7.04,5.21,,6.03,4.37,,,6.5,2.54,8.38,5.45,3.97,5.04,5.54,,,,,4.85
USA,2003,North Carolina,US-NC,6.15,25,2,7.57,3.99,6.99,,6.18,4.33,,,6,7.34,5.04,5.68,5.33,5.2,9.22,,,,,6.58
USA,2003,North Dakota,US-ND,6.57,15,2,5.99,8.68,7.64,,7.44,6.69,,,8,5.71,4.48,6.22,5.78,4.14,8.23,,,,,6.05
USA,2003,Nebraska,US-NE,6.8,11,1,8.22,8.64,9.8,,8.89,6.2,,,6,4.02,4.63,5.21,6.87,5.56,6.45,,,,,6.3
USA,2003,New Hampshire,US-NH,7.82,1,1,10,8.43,9.88,,9.44,8.76,,,10,0.23,9.05,7.01,8.51,7.6,4.92,,,,,7.01
USA,2003,New Jersey,US-NJ,6.04,26,2,8.76,8.89,4.89,,7.51,5.41,,,6,1.02,6.64,4.77,9.49,6.18,1.89,,,,,5.85
USA,2003,New Mexico,US-NM,4.75,43,4,4.23,1.99,5.59,,3.94,5.9,,,5,9.62,2.08,5.65,3.95,0,10,,,,,4.65
USA,2003,Nevada,US-NV,7.25,5,1,9.78,10,8.01,,9.26,8.8,,,10,4.75,0.96,6.13,7.16,9.51,2.38,,,,,6.35
USA,2003,New York,US-NY,4.16,49,4,5.46,4.97,2.07,,4.17,0.94,,,6,2.64,5.06,3.66,8.57,4.52,0.88,,,,,4.66
USA,2003,Ohio,US-OH,4.59,45,4,6.95,4.28,0.3,,3.84,2.3,,,6,5.27,5.35,4.73,6.14,6.6,2.89,,,,,5.21
USA,2003,Oklahoma,US-OK,6.46,17,2,7.47,8.82,6.36,,7.55,5.24,,,6,8.04,4.58,5.97,4.57,4.6,8.44,,,,,5.87
USA,2003,Oregon,US-OR,4.5,47,4,5.89,6.91,0,,4.27,0.36,,,7,3.99,9.86,5.3,1.17,6.8,3.8,,,,,3.93
USA,2003,Pennsylvania,US-PA,6.28,20,2,7.8,7,4.9,,6.57,4.94,,,9,4.52,6.03,6.12,7.18,8.18,3.06,,,,,6.14
USA,2003,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,2003,Rhode Island,US-RI,4.72,44,4,6.68,3.32,2.67,,4.22,4.63,,,6,2.62,5.24,4.62,5.34,7.86,2.79,,,,,5.33
USA,2003,South Carolina,US-SC,5.56,34,3,6.09,4.11,5.55,,5.25,5.58,,,6,5.37,5.29,5.56,4.37,4.07,9.14,,,,,5.86
USA,2003,South Dakota,US-SD,7.52,3,1,8.71,8.86,8.71,,8.76,9.98,,,10,5.09,3.36,7.11,5.91,5.59,8.58,,,,,6.69
USA,2003,Tennessee,US-TN,7.2,6,1,7.99,7.22,8.59,,7.93,9.45,,,10,7.39,2.51,7.34,5.51,7.26,6.21,,,,,6.33
USA,2003,Texas,US-TX,7.09,9,1,8.85,8.63,7.23,,8.23,9.82,,,10,2.89,3.35,6.51,6.02,5.68,7.91,,,,,6.54
USA,2003,Utah,US-UT,5.92,28,3,6.57,4.48,7.26,,6.11,4.75,,,7,7.39,3.25,5.6,3.78,6.02,8.37,,,,,6.06
USA,2003,Virginia,US-VA,7.53,2,1,9.74,6.99,8.98,,8.57,5.28,,,7,6.11,6.71,6.28,8.17,6.6,8.47,,,,,7.74
USA,2003,Vermont,US-VT,5.41,39,4,6.28,2.67,9.22,,6.06,6.2,,,5,1.77,5.61,4.65,4.27,6.8,5.5,,,,,5.52
USA,2003,Washington,US-WA,5.03,41,4,8.32,4.16,3.61,,5.37,8.53,,,10,5.24,0.35,6.03,3.39,4.57,3.15,,,,,3.7
USA,2003,Wisconsin,US-WI,5.43,38,4,7.08,6.46,3.93,,5.82,4.28,,,7,3.24,5.37,4.97,6.8,6.37,3.3,,,,,5.49
USA,2003,West Virginia,US-WV,4.3,48,4,5.15,6.2,0,,3.78,1.85,,,6.5,7.6,2.94,4.72,3.18,3.31,6.68,,,,,4.39
USA,2003,Wyoming,US-WY,6.23,22,2,4.76,8.67,5.47,,6.3,9.97,,,10,2.42,3.67,6.52,7.36,0.7,9.58,,,,,5.88
USA,2004,Alaska,US-AK,3.72,50,4,0,0,0,,0,5.56,,,10,4.74,8.81,7.28,4.27,2.44,4.96,,,,,3.89
USA,2004,Alabama,US-AL,5.81,30,3,6.61,0,7.35,,4.65,6.74,,,8,9.96,3.96,7.17,5.2,4.47,7.14,,,,,5.6
USA,2004,Arkansas,US-AR,6.35,19,2,6.89,6.78,7.61,,7.09,5.17,,,6,10,2.19,5.84,4.49,5.55,8.31,,,,,6.12
USA,2004,Arizona,US-AZ,6.95,10,1,8.77,8.01,7.73,,8.17,7.09,,,8,6.55,2.78,6.1,6.02,6.34,7.4,,,,,6.59
USA,2004,California,US-CA,4.61,46,4,7.24,3.06,3.23,,4.51,2.29,,,4,6.22,5.08,4.4,5.12,6.61,3.03,,,,,4.92
