Country,Year,State/Province,ISO_Code,Economic Freedom Summary Index,Rank,Quantile,General Consumption Expenditure,Transfers and subsidies,Insurance and Retirement Payments,Government enterprises and investment,Government Spending,Income and Payroll Tax Revenue,Top Marginal Income Tax Rate,Top Marginal Income Payroll tax Rate,world-adjusted,Property Tax and Other Taxes,Sales Tax Revenue,Taxes,Minimum Wage Legislation,Government Employment,Union Density,Hiring regulations and minimum wage,Labor Market Freedom,Credit Market Regulation,Business Regulations,Labor Market Freedom.1
USA,1994,Arkansas,US-AR,6.02,15,2,8.66,6.68,9,,8.11,4.83,,,6,10,2.69,5.88,0.74,6.24,5.18,,,,,4.05
USA,1994,Arizona,US-AZ,5.67,21,2,9.01,4.41,8.21,,7.21,5.96,,,7,5.28,2.73,5.24,2.69,5.22,5.8,,,,,4.57
USA,1994,California,US-CA,4.35,41,4,8.09,0,4.47,,4.19,3.16,,,4,6.1,4.59,4.46,5.26,6.87,1.06,,,,,4.4
USA,1994,Colorado,US-CO,6.42,7,1,9.96,7.26,6.87,,8.03,4.74,,,7,6.01,5.08,5.71,5.29,7.23,4.07,,,,,5.53
USA,1994,Connecticut,US-CT,5.33,30,3,9.06,1.05,6.25,,5.45,5.7,,,7.5,2.07,5.35,5.15,8.23,7.53,0.36,,,,,5.38
USA,1994,Delaware,US-DE,5.81,18,2,8.52,5.59,7.88,,7.33,2.51,,,5.5,2.72,9.23,4.99,5.46,6.86,3.05,,,,,5.12
USA,1994,Florida,US-FL,6.98,1,1,9.24,9.37,9.82,,9.48,8.59,,,10,3.69,2.37,6.16,4.48,6.77,4.67,,,,,5.31
USA,1994,Georgia,US-GA,6.28,10,1,8.74,6.07,9.47,,8.09,5.35,,,6,6.31,4.46,5.53,3.63,5.98,6.03,,,,,5.21
USA,1994,Hawaii,US-HI,4.13,45,4,7.95,1.12,5.95,,5.01,4.12,,,4,8.33,0,4.11,3.24,6.61,0,,,,,3.28
USA,1994,Iowa,US-IA,5.12,32,3,7.61,4.21,9.53,,7.11,4.73,,,6.5,2.96,5.06,4.81,1.85,5.37,3.06,,,,,3.42
USA,1994,Idaho,US-ID,5.78,20,2,8.93,8.23,7.46,,8.2,3.31,,,5,5.82,5.04,4.79,2.26,5.09,5.66,,,,,4.34
USA,1994,Illinois,US-IL,5.6,24,2,9.97,3.41,6.93,,6.77,5.69,,,8,3.73,5.02,5.61,5.7,7.36,0.24,,,,,4.43
USA,1994,Indiana,US-IN,6.1,13,1,8.31,7.06,10,,8.46,4.26,,,8,5.41,6.4,6.02,3.78,7.3,0.35,,,,,3.81
USA,1994,Kansas,US-KS,5.6,24,2,8.52,6.29,8.82,,7.88,5.26,,,5,4.97,4.25,4.87,4,3.59,4.6,,,,,4.06
USA,1994,Kentucky,US-KY,5.55,27,2,8.84,5.18,7.55,,7.19,3.63,,,6,8.21,4.06,5.48,1.57,6.34,4.05,,,,,3.99
USA,1994,Louisiana,US-LA,5.83,17,2,6.59,6.95,7.11,,6.88,7.56,,,8.5,9.17,2.45,6.92,1.79,2.08,7.18,,,,,3.68
USA,1994,Massachusetts,US-MA,5.55,27,3,8.91,2.04,6.42,,5.79,2.32,,,7,4.24,7.4,5.24,6.83,8.55,1.48,,,,,5.62
USA,1994,Maryland,US-MD,6.13,11,1,10,5.29,6.11,,7.13,2.65,,,7,6.08,6.55,5.57,6.62,7.04,3.43,,,,,5.7
USA,1994,Maine,US-ME,4.28,43,4,7.03,0.96,6.7,,4.9,4.71,,,5,1.45,4.88,4.01,2.95,6.44,2.37,,,,,3.92
USA,1994,Michigan,US-MI,4.61,39,4,7.77,1.91,6.28,,5.32,3.43,,,8,1.93,6.27,4.91,4.72,6.12,0,,,,,3.61
USA,1994,Minnesota,US-MN,4.35,41,4,7.09,0,7.4,,4.83,2.75,,,5.5,4.07,4.68,4.25,5.06,6.16,0.65,,,,,3.96
USA,1994,Missouri,US-MO,6.54,6,1,10,6.03,9.05,,8.36,5.74,,,8,8.17,4.65,6.64,3.78,7.63,2.42,,,,,4.61
USA,1994,Mississippi,US-MS,5.59,26,2,7.18,6.9,8.47,,7.52,6.32,,,7,7.69,2.03,5.76,0,3.07,7.42,,,,,3.49
USA,1994,Montana,US-MT,4.05,46,4,6.49,4.63,4.23,,5.12,2.67,,,6.5,0,8.64,4.45,1.08,4.3,2.33,,,,,2.57
USA,1994,North Carolina,US-NC,6.08,14,2,9.11,3.52,9.28,,7.3,4.43,,,5.5,7.89,4.46,5.57,3.53,5.91,6.62,,,,,5.35
USA,1994,North Dakota,US-ND,5.61,23,2,6.8,7.24,6.69,,6.91,5.69,,,8,5.81,3.67,5.79,2.34,4.61,5.42,,,,,4.13
USA,1994,Nebraska,US-NE,6.11,12,1,8.67,7.65,10,,8.77,6.16,,,6,3.46,4.67,5.07,4.01,5.17,4.29,,,,,4.49
USA,1994,New Hampshire,US-NH,6.87,3,1,9.25,5.47,9.87,,8.19,9.02,,,10,0,8.25,6.82,5.55,8.1,3.11,,,,,5.59
USA,1994,New Jersey,US-NJ,4.99,33,3,8.53,5.81,5.94,,6.76,5.17,,,6.5,0.23,5.76,4.41,5.31,6.09,0,,,,,3.8
USA,1994,New Mexico,US-NM,4.54,40,4,5.68,1.94,7.56,,5.06,5.33,,,5.5,9.9,0.42,5.29,1.27,0.65,7.87,,,,,3.26
USA,1994,Nevada,US-NV,6.36,9,1,10,9.41,5.35,,8.25,6.82,,,10,6.42,0.42,5.92,5.69,9.07,0,,,,,4.92
USA,1994,New York,US-NY,3.1,50,4,5.55,0,3.65,,3.07,0,,,5,1.32,4.34,2.67,6.67,4.05,0,,,,,3.57
USA,1994,Ohio,US-OH,4.14,44,4,8.6,0,2.86,,3.82,1.45,,,6,5.99,5.42,4.72,4.15,6.88,0.63,,,,,3.88
USA,1994,Oklahoma,US-OK,5.53,29,3,8.45,5.8,6.24,,6.83,5.25,,,6,8.55,3.46,5.81,1.51,4.23,6.1,,,,,3.95
USA,1994,Oregon,US-OR,4.63,38,4,7.37,5.02,5.89,,6.09,1.43,,,7,1.89,9.69,5,2.13,6.09,0.18,,,,,2.8
USA,1994,Pennsylvania,US-PA,5.19,31,3,8.85,2.09,5.66,,5.53,3.47,,,9,4.08,5.85,5.6,4.68,8.64,0,,,,,4.44
USA,1994,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1994,Rhode Island,US-RI,3.87,47,4,7.53,0,2.35,,3.29,3.44,,,4,2.03,5.68,3.79,4.07,7.79,1.76,,,,,4.54
USA,1994,South Carolina,US-SC,5.81,18,2,7.07,6.42,7.94,,7.15,5.5,,,6,6.05,5.09,5.66,1.82,3.99,8.04,,,,,4.61
USA,1994,South Dakota,US-SD,6.71,5,1,8.49,7.92,10,,8.8,9.85,,,10,3.51,3.62,6.74,2.76,5.1,5.88,,,,,4.58
USA,1994,Tennessee,US-TN,6.74,4,1,9.25,6.27,9.63,,8.38,9.28,,,10,7.9,1.65,7.21,3.08,7.53,3.32,,,,,4.64
USA,1994,Texas,US-TX,6.37,8,1,9.05,5.92,8.85,,7.94,10,,,10,2.95,2.22,6.29,3.02,5.43,6.17,,,,,4.87
USA,1994,Utah,US-UT,5.67,21,2,8.47,5.45,8.65,,7.52,3.62,,,8,7.18,3.45,5.56,0.92,5.95,4.87,,,,,3.91
USA,1994,Virginia,US-VA,6.9,2,1,10,4.89,9.88,,8.26,5.39,,,7,5.92,6.34,6.16,5.56,6.38,6.88,,,,,6.27
USA,1994,Vermont,US-VT,4.79,35,3,7.09,0,9.19,,5.42,5.29,,,5,0,5.39,3.92,3.55,7.04,4.44,,,,,5.01
USA,1994,Washington,US-WA,4.67,37,3,8.5,2.36,6.14,,5.66,7.91,,,10,4.08,0,5.5,3.17,5.4,0,,,,,2.86
USA,1994,Wisconsin,US-WI,4.71,36,3,7.44,3.71,7.46,,6.2,2.68,,,6,1.98,5.24,3.98,4.33,6.3,1.18,,,,,3.94
USA,1994,West Virginia,US-WV,3.82,48,4,6.2,4.5,1.9,,4.2,3.03,,,6.5,7.58,3.19,5.07,0.45,2.65,3.47,,,,,2.19
USA,1994,Wyoming,US-WY,4.97,34,3,4.95,5.29,5.44,,5.22,9.29,,,10,0.6,5.34,6.31,3.59,0.24,6.29,,,,,3.37
USA,1995,Alaska,US-AK,3.12,50,4,0,0,0.58,,0.19,2.07,,,10,2.54,8.8,5.85,5.29,1.88,2.8,,,,,3.32
USA,1995,Alabama,US-AL,6.14,15,2,7.72,6.37,8.11,,7.4,6.62,,,8,9.83,3.45,6.98,2.71,4.71,4.76,,,,,4.06
USA,1995,Arkansas,US-AR,6.12,16,2,8.46,7,8.35,,7.94,4.71,,,6,10,2.74,5.86,1.57,6.54,5.56,,,,,4.56
USA,1995,Arizona,US-AZ,5.9,19,2,9.29,4.56,8.17,,7.34,6.23,,,7,5.67,2.54,5.36,3.38,5.35,6.27,,,,,5
USA,1995,California,US-CA,4.4,40,4,8.11,0,3.99,,4.04,3.29,,,4,5.78,4.58,4.41,5.85,6.9,1.46,,,,,4.74
USA,1995,Colorado,US-CO,6.42,9,1,9.82,5.53,6.86,,7.4,4.7,,,7,6.49,5.19,5.84,6.04,7.26,4.75,,,,,6.02
USA,1995,Connecticut,US-CT,5.33,30,3,9.36,1.46,6.05,,5.62,4.09,,,7.5,2.31,4.97,4.72,8.77,7.64,0.57,,,,,5.66
USA,1995,Delaware,US-DE,5.77,22,2,7.99,5.94,7.42,,7.11,2.16,,,5.5,2.16,9,4.71,6,7.2,3.25,,,,,5.48
USA,1995,Florida,US-FL,6.96,3,1,9.34,7.05,9.68,,8.69,8.61,,,10,4.16,2.49,6.32,5.21,7.05,5.33,,,,,5.86
USA,1995,Georgia,US-GA,6.44,7,1,8.65,5.68,9.21,,7.85,5.19,,,6,6.81,4.37,5.59,4.43,6.3,6.91,,,,,5.88
USA,1995,Hawaii,US-HI,4,46,4,7.57,0.36,4.88,,4.27,4.09,,,4,8.58,0.13,4.2,3.48,6.76,0.35,,,,,3.53
USA,1995,Iowa,US-IA,5.14,33,3,7.27,4.63,8.95,,6.95,4.43,,,6.5,2.42,4.96,4.58,2.42,5.7,3.57,,,,,3.9
USA,1995,Idaho,US-ID,5.52,27,2,8.39,6.33,6.68,,7.13,2.77,,,5,5.93,5.07,4.69,3,4.99,6.23,,,,,4.74
USA,1995,Illinois,US-IL,5.61,25,2,9.78,3.63,6.13,,6.51,5.38,,,8,3.74,5.02,5.53,6.37,7.38,0.62,,,,,4.79
USA,1995,Indiana,US-IN,6.38,11,1,8.86,7.11,9.76,,8.58,3.97,,,8,5.81,6.3,6.02,4.3,7.55,1.73,,,,,4.53
USA,1995,Kansas,US-KS,5.8,20,2,8.57,6.34,8.35,,7.76,5.71,,,5,5.11,4.25,5.02,4.5,3.78,5.59,,,,,4.63
USA,1995,Kentucky,US-KY,5.39,29,3,8.52,5.07,6.69,,6.76,3.02,,,6,7.91,3.88,5.2,2.21,6.47,3.94,,,,,4.21
USA,1995,Louisiana,US-LA,5.78,21,2,5.82,6.77,6.58,,6.39,7.28,,,8.5,9.23,2.17,6.79,2.49,2.13,7.85,,,,,4.16
USA,1995,Massachusetts,US-MA,5.62,24,2,8.99,2.89,5.84,,5.91,1.77,,,7,4.33,7.41,5.13,7.43,8.4,1.62,,,,,5.82
USA,1995,Maryland,US-MD,6.35,13,1,9.87,5.32,7.12,,7.44,2.4,,,7,6.26,6.46,5.53,7.04,7.13,4.12,,,,,6.09
USA,1995,Maine,US-ME,4.31,42,4,6.83,1.49,6.01,,4.78,4.92,,,5,0.88,4.92,3.93,3.61,6.53,2.54,,,,,4.23
USA,1995,Michigan,US-MI,5.02,34,3,7.82,2.99,5.87,,5.56,2.4,,,8,6.47,5.27,5.53,5.39,6.48,0,,,,,3.96
USA,1995,Minnesota,US-MN,4.26,43,4,6.98,0,6.92,,4.63,2.41,,,5.5,3.17,4.48,3.89,5.68,6.37,0.72,,,,,4.26
USA,1995,Missouri,US-MO,6.44,7,1,10,6.17,8.82,,8.33,4.95,,,8,7.08,4.36,6.1,4.43,7.61,2.65,,,,,4.9
USA,1995,Mississippi,US-MS,5.76,23,2,6.6,8.42,8.02,,7.68,6.14,,,7,7.48,1.8,5.61,0.46,2.99,8.49,,,,,3.98
USA,1995,Montana,US-MT,4.18,45,4,6.37,3.98,3.77,,4.71,2.75,,,6.5,0,8.71,4.49,1.69,4.41,3.93,,,,,3.34
USA,1995,North Carolina,US-NC,6.23,14,2,8.84,3.79,8.8,,7.14,4.26,,,5.5,7.91,4.81,5.62,4.26,6.11,7.43,,,,,5.93
USA,1995,North Dakota,US-ND,5.51,28,2,5.84,7.41,7.69,,6.98,5.37,,,8,5.02,2.82,5.3,2.29,4.67,5.82,,,,,4.26
USA,1995,Nebraska,US-NE,6.36,12,1,8.76,8.33,10,,9.03,6.2,,,6,3.28,4.76,5.06,4.66,5.25,5.05,,,,,4.99
USA,1995,New Hampshire,US-NH,7.01,2,1,9.83,5.85,10,,8.56,8.92,,,10,0,8.09,6.75,6.16,8.15,2.83,,,,,5.72
USA,1995,New Jersey,US-NJ,4.97,35,3,8.19,5.55,5.2,,6.32,4.78,,,6.5,0.41,6.06,4.44,6,6.28,0.15,,,,,4.14
USA,1995,New Mexico,US-NM,4.62,39,4,5.75,1.63,7.12,,4.83,5.25,,,5.5,10,0.47,5.3,2.14,0.99,8.07,,,,,3.73
USA,1995,Nevada,US-NV,6.39,10,1,10,9.45,5.35,,8.27,6.52,,,10,6.46,0,5.74,6.24,9.24,0,,,,,5.16
USA,1995,New York,US-NY,3.23,49,4,5.59,0,3.21,,2.93,0,,,5,1.83,4.56,2.85,7.26,4.49,0,,,,,3.92
USA,1995,Ohio,US-OH,4.25,44,4,8.63,0.64,2.86,,4.04,0.91,,,6,5.41,5.37,4.42,4.77,7.1,1,,,,,4.29
USA,1995,Oklahoma,US-OK,5.58,26,2,8.36,6.27,5.62,,6.75,5.01,,,6,7.93,3.59,5.63,2.09,4.54,6.49,,,,,4.37
USA,1995,Oregon,US-OR,4.85,36,3,6.74,5.46,5.18,,5.79,1.54,,,7,2.93,9.77,5.31,3.02,6.35,0.93,,,,,3.43
USA,1995,Pennsylvania,US-PA,5.26,31,3,8.51,2.53,5.28,,5.44,3.36,,,9,4.05,5.74,5.54,5.27,8.65,0.47,,,,,4.79
USA,1995,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1995,Rhode Island,US-RI,3.81,48,4,7.52,0.65,1.53,,3.23,3.51,,,4,1.71,5.62,3.71,4.82,7.79,0.88,,,,,4.5
USA,1995,South Carolina,US-SC,5.93,18,2,7.22,6.65,7.52,,7.13,5.31,,,6,6.06,5.04,5.6,2.6,4.28,8.27,,,,,5.05
USA,1995,South Dakota,US-SD,6.75,5,1,8.23,8.18,10,,8.8,9.75,,,10,2.88,3.37,6.5,2.93,5.27,6.65,,,,,4.95
USA,1995,Tennessee,US-TN,7.03,1,1,9.11,6.5,9.39,,8.33,9.17,,,10,8.13,2.15,7.36,3.91,7.74,4.52,,,,,5.39
USA,1995,Texas,US-TX,6.55,6,1,8.98,6.25,8.43,,7.89,9.94,,,10,3.26,2.49,6.42,3.75,5.45,6.85,,,,,5.35
USA,1995,Utah,US-UT,5.96,17,2,8.25,6.58,8.55,,7.79,3.32,,,8,7.15,3.48,5.49,1.96,6.06,5.75,,,,,4.59
USA,1995,Virginia,US-VA,6.92,4,1,10,4.46,9.71,,8.06,4.86,,,7,5.91,6.31,6.02,6.07,6.61,7.41,,,,,6.69
USA,1995,Vermont,US-VT,4.82,37,4,7.03,0,8.88,,5.3,5.81,,,5,0,5.79,4.15,3.32,7.03,4.64,,,,,5
USA,1995,Washington,US-WA,4.38,41,4,8.4,1.49,2.83,,4.24,7.77,,,10,4.11,0,5.47,3.74,5.11,1.47,,,,,3.44
USA,1995,Wisconsin,US-WI,4.82,37,3,7.41,4.4,6.76,,6.19,2.19,,,6,2.28,5.24,3.93,4.92,6.51,1.56,,,,,4.33
USA,1995,West Virginia,US-WV,3.89,47,4,6.02,2.52,3.42,,3.99,2.69,,,6.5,7.41,3.05,4.91,1.02,3.1,4.17,,,,,2.76
USA,1995,Wyoming,US-WY,5.24,32,3,4.95,5.52,5.1,,5.19,9.27,,,10,1.55,5.4,6.55,4.15,0.53,7.21,,,,,3.96
USA,1996,Alaska,US-AK,3.47,50,4,0,0,0.91,,0.3,4.54,,,10,2.75,8.83,6.53,5.22,2.04,3.49,,,,,3.58
USA,1996,Alabama,US-AL,6.35,14,2,7.62,6.66,8.39,,7.56,6.68,,,8,9.95,3.36,6.99,2.83,4.87,5.76,,,,,4.49
USA,1996,Arkansas,US-AR,6.2,17,2,8.45,7.14,8.41,,8,4.58,,,6,9.29,2.86,5.68,1.85,6.6,6.3,,,,,4.92
USA,1996,Arizona,US-AZ,6.31,15,2,9.51,5.28,8.55,,7.78,6.01,,,8,5.52,3.01,5.64,3.65,5.66,7.24,,,,,5.52
USA,1996,California,US-CA,4.65,41,4,8.3,0,4.74,,4.35,3.34,,,4,6.12,4.58,4.51,6.14,7.02,2.1,,,,,5.09
USA,1996,Colorado,US-CO,6.66,7,1,10,5.67,7.12,,7.6,4.88,,,7,6.84,5.27,6,6.34,7.43,5.34,,,,,6.37
USA,1996,Connecticut,US-CT,5.95,22,2,9.39,4.22,6.76,,6.79,4.25,,,7.5,2.53,4.89,4.79,8.92,7.7,2.15,,,,,6.26
USA,1996,Delaware,US-DE,5.92,24,2,8.07,6.51,7.28,,7.29,2.42,,,6,2.13,9.18,4.93,5.73,7.17,3.75,,,,,5.55
USA,1996,Florida,US-FL,7.12,3,1,9.52,7.45,9.6,,8.86,8.76,,,10,4.46,2.49,6.43,5.39,7.37,5.43,,,,,6.06
USA,1996,Georgia,US-GA,6.31,15,2,8.94,3.78,9.36,,7.36,5.19,,,6,6.97,4.29,5.61,4.79,6.7,6.39,,,,,5.96
USA,1996,Hawaii,US-HI,3.93,48,4,7.6,0.61,3.97,,4.06,3.03,,,4,8.54,0,3.89,3.4,6.9,1.21,,,,,3.84
USA,1996,Iowa,US-IA,5.66,30,3,7.91,5.49,9.32,,7.57,5.11,,,6.5,3.74,5.26,5.15,3.39,5.85,3.55,,,,,4.26
USA,1996,Idaho,US-ID,5.41,33,3,8.49,4.46,7.07,,6.68,2.48,,,5,6.2,5.18,4.71,3.16,5.1,6.23,,,,,4.83
USA,1996,Illinois,US-IL,5.88,26,2,9.84,4.51,6.53,,6.96,5.76,,,8,3.77,5.27,5.7,6.69,7.51,0.71,,,,,4.97
USA,1996,Indiana,US-IN,6.65,8,1,9.23,7.01,9.96,,8.73,4.07,,,8,6.77,6.32,6.29,4.56,7.5,2.7,,,,,4.92
USA,1996,Kansas,US-KS,6.15,18,2,8.88,7.08,8.99,,8.32,5.88,,,5,5.28,4.51,5.17,4.92,4.04,5.96,,,,,4.98
USA,1996,Kentucky,US-KY,5.58,31,3,8.67,5.38,6.85,,6.96,3.33,,,6,8.02,3.99,5.33,2.57,6.51,4.24,,,,,4.44
USA,1996,Louisiana,US-LA,5.91,25,2,6.76,7.31,6.34,,6.8,7.15,,,8.5,9.44,1.85,6.73,2.65,2.4,7.57,,,,,4.21
USA,1996,Massachusetts,US-MA,5.93,23,2,9.25,4.29,6.7,,6.74,1.73,,,7,4.81,7.5,5.26,6.75,8.49,2.16,,,,,5.8
USA,1996,Maryland,US-MD,6.61,11,1,10,5.95,7.34,,7.76,2.89,,,7,6.54,6.64,5.77,7.15,7.25,4.52,,,,,6.3
USA,1996,Maine,US-ME,4.57,43,4,6.86,1.99,6.52,,5.12,4.86,,,5,0.86,5.2,3.98,3.93,6.61,3.32,,,,,4.62
USA,1996,Michigan,US-MI,5.3,34,3,7.84,4.17,6.87,,6.29,3,,,8,6.18,5.07,5.56,5.57,6.59,0,,,,,4.05
USA,1996,Minnesota,US-MN,4.65,41,4,7.47,0.93,7.26,,5.22,2.46,,,5.5,4.22,4.48,4.16,6.15,6.52,1.04,,,,,4.57
USA,1996,Missouri,US-MO,6.63,10,1,10,6.59,9,,8.53,5,,,8,8.16,4.34,6.37,4.7,7.44,2.84,,,,,5
USA,1996,Mississippi,US-MS,5.73,28,3,6.57,8.38,7.76,,7.57,6.39,,,7,7.34,1.68,5.61,0.85,2.97,8.22,,,,,4.01
USA,1996,Montana,US-MT,4.27,45,4,6.35,2.59,4.47,,4.47,3.46,,,6.5,0.49,8.62,4.77,1.81,4.64,4.29,,,,,3.58
USA,1996,North Carolina,US-NC,6.49,13,1,8.99,4.54,8.82,,7.45,4.57,,,5.5,8.37,4.92,5.84,4.53,6.17,7.81,,,,,6.17
USA,1996,North Dakota,US-ND,6.03,21,2,7.55,7.23,7.2,,7.33,5.68,,,8,5.84,3.58,5.78,3.58,4.84,6.57,,,,,5
USA,1996,Nebraska,US-NE,6.55,12,1,8.98,8.4,10,,9.13,6.14,,,6,3.55,5.11,5.2,5.32,5.5,5.18,,,,,5.33
USA,1996,New Hampshire,US-NH,7.31,1,1,9.92,6.54,10,,8.82,8.99,,,10,0,8.96,6.99,6.35,8.25,3.78,,,,,6.12
USA,1996,New Jersey,US-NJ,5.2,35,3,8.75,5.7,5.49,,6.65,4.8,,,6.5,0.56,6.08,4.48,6.61,6.51,0.31,,,,,4.48
USA,1996,New Mexico,US-NM,4.79,40,4,5.73,2.53,7.14,,5.13,5.24,,,5.5,10,0.31,5.26,2.17,0.95,8.79,,,,,3.97
USA,1996,Nevada,US-NV,6.65,8,1,10,9.62,6.61,,8.74,6.78,,,10,6.69,0,5.87,6.5,9.47,0,,,,,5.32
USA,1996,New York,US-NY,3.51,49,4,6.03,0,3.18,,3.07,0.45,,,6,2.32,4.79,3.39,7.49,4.75,0,,,,,4.08
USA,1996,Ohio,US-OH,4.52,44,4,8.72,2.14,3.06,,4.64,0.92,,,6,5.69,5.5,4.53,4.97,7.19,1.04,,,,,4.4
USA,1996,Oklahoma,US-OK,5.87,27,2,8.61,7.15,6.35,,7.37,5.19,,,6,8.17,3.85,5.8,2.42,4.96,5.92,,,,,4.44
USA,1996,Oregon,US-OR,4.97,38,4,7.18,6.19,2.26,,5.21,1.4,,,7,4.05,9.78,5.56,3.89,6.57,1.93,,,,,4.13
USA,1996,Pennsylvania,US-PA,5.72,29,3,8.87,3.8,5.88,,6.18,4.01,,,9,4.45,5.95,5.85,5.53,8.71,1.13,,,,,5.12
USA,1996,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1996,Rhode Island,US-RI,4.18,46,4,7.64,1.47,2.71,,3.94,3.65,,,4,2.09,5.71,3.86,4.93,7.84,1.42,,,,,4.73
USA,1996,South Carolina,US-SC,6.09,20,2,7.48,6.32,7.69,,7.17,5.33,,,6,6.7,5.11,5.78,2.93,4.46,8.55,,,,,5.31
USA,1996,South Dakota,US-SD,7.15,2,1,8.98,8.61,10,,9.2,9.89,,,10,4.08,3.62,6.9,3.51,5.71,6.83,,,,,5.35
USA,1996,Tennessee,US-TN,7.09,4,1,9.17,6.83,9.17,,8.39,9.21,,,10,8.1,2.12,7.36,4.04,7.69,4.85,,,,,5.53
USA,1996,Texas,US-TX,6.72,6,1,9.13,6.36,8.51,,8,10,,,10,3.56,2.61,6.54,4.11,5.72,6.99,,,,,5.6
USA,1996,Utah,US-UT,6.12,19,2,8.36,6.12,8.79,,7.75,3.39,,,8,7.84,3.52,5.69,2.47,6.35,5.96,,,,,4.93
USA,1996,Virginia,US-VA,6.83,5,1,10,2.29,9.76,,7.35,5.26,,,7,6.07,6.36,6.17,6.17,6.74,8,,,,,6.97
USA,1996,Vermont,US-VT,5.01,36,3,7.13,0.57,9.52,,5.74,5.8,,,5,0.03,5.96,4.2,3.17,7.16,4.93,,,,,5.09
USA,1996,Washington,US-WA,4.87,39,4,8.82,2.59,3.89,,5.1,8.11,,,10,4.24,0,5.59,4.58,5.25,1.91,,,,,3.91
USA,1996,Wisconsin,US-WI,5.01,36,3,7.64,5.07,7.1,,6.61,2.46,,,6,2.27,5.31,4.01,5.18,6.54,1.49,,,,,4.4
USA,1996,West Virginia,US-WV,4.17,47,4,6,5.53,2.49,,4.67,2.3,,,6.5,7.47,3.38,4.91,1.22,2.93,4.58,,,,,2.91
USA,1996,Wyoming,US-WY,5.46,32,3,5.27,6.37,5,,5.54,9.35,,,10,2.6,4.05,6.5,4.3,0.64,8.1,,,,,4.35
USA,1997,Alaska,US-AK,3.57,49,4,0,0,0.66,,0.22,4.67,,,10,3.28,9,6.74,4.44,2.11,4.72,,,,,3.76
USA,1997,Alabama,US-AL,6.36,17,2,7.7,7.26,7.99,,7.65,6.65,,,8,10,3.5,7.04,1.69,5.04,6.42,,,,,4.38
USA,1997,Arkansas,US-AR,6.21,18,2,8.02,7.98,8.52,,8.17,4.56,,,6,9.71,2.51,5.69,0.54,6.53,7.22,,,,,4.76
USA,1997,Arizona,US-AZ,6.56,12,1,9.7,6.81,8.63,,8.38,5.83,,,8,6.92,3.31,6.02,2.67,6.27,6.93,,,,,5.29
USA,1997,California,US-CA,4.68,42,4,8.43,0,5.21,,4.55,3.29,,,4,6.46,4.76,4.63,4.95,7.02,2.59,,,,,4.85
USA,1997,Colorado,US-CO,6.9,6,1,10,8.41,7.23,,8.55,4.83,,,7,7.06,5.09,5.99,5.55,7.64,5.28,,,,,6.16
USA,1997,Connecticut,US-CT,5.92,24,2,9.76,4.87,6.86,,7.17,4.19,,,7,2.74,4.27,4.55,8.4,7.58,2.13,,,,,6.04
USA,1997,Delaware,US-DE,5.91,25,2,7.8,7.02,7.47,,7.43,2.46,,,6,1.94,9.2,4.9,4.78,7.3,4.13,,,,,5.4
USA,1997,Florida,US-FL,7.16,2,1,9.51,8.01,9.78,,9.1,8.82,,,10,4.5,2.5,6.46,4.33,7.52,5.9,,,,,5.92
USA,1997,Georgia,US-GA,6.49,13,1,8.81,5.56,9.34,,7.9,5.11,,,6,7.25,4.53,5.73,3.74,6.78,6.96,,,,,5.83
USA,1997,Hawaii,US-HI,4.1,48,4,7.49,1.93,4.79,,4.74,3.45,,,4,8.72,0,4.04,3.8,6.67,0.06,,,,,3.51
USA,1997,Iowa,US-IA,5.71,30,3,7.98,5.88,9.17,,7.68,5.09,,,6.5,4.43,5.24,5.32,2.77,5.9,3.72,,,,,4.13
USA,1997,Idaho,US-ID,5.54,32,3,7.79,7.42,7.26,,7.49,2.64,,,5,5.97,4.91,4.63,1.68,5.12,6.72,,,,,4.51
USA,1997,Illinois,US-IL,6.06,21,2,10,5.37,6.8,,7.39,5.75,,,8,3.96,5.61,5.83,5.91,7.57,1.45,,,,,4.97
USA,1997,Indiana,US-IN,6.62,10,1,9.07,8.99,10,,9.35,4.02,,,8,5.22,6.09,5.83,3.55,7.62,2.84,,,,,4.67
USA,1997,Kansas,US-KS,6.37,15,2,9.08,8.24,9.06,,8.79,5.72,,,5,5.5,4.6,5.2,4.08,4.44,6.85,,,,,5.12
USA,1997,Kentucky,US-KY,5.53,33,3,8.47,5.74,6.85,,7.02,3.19,,,6,8.11,4.12,5.35,1.58,6.59,4.5,,,,,4.22
USA,1997,Louisiana,US-LA,5.9,26,2,6.98,8.07,6.37,,7.14,6.54,,,8.5,9.28,1.31,6.41,1.55,2.78,8.13,,,,,4.16
USA,1997,Massachusetts,US-MA,6.11,19,2,9.59,5.61,6.71,,7.31,1.77,,,7,5.15,7.42,5.34,6.17,8.61,2.32,,,,,5.7
USA,1997,Maryland,US-MD,6.64,8,1,10,6.3,7.41,,7.9,2.94,,,7,6.86,6.68,5.87,6.36,7.39,4.73,,,,,6.16
USA,1997,Maine,US-ME,4.48,45,4,6.63,1.45,7.17,,5.08,4.68,,,5,0,5.3,3.74,2.98,6.87,3.95,,,,,4.6
